id_lagosta,ano,mes,mes_nome,data_amostragem,sitio,sexo,comprimento_cefalotorax_mm,armadilha,substrato,temperatura_c,salinidade,oxigenio_dissolvido_mg_l,oxigenio_saturacao_pct,ph,profundidade_m,coordenadas,maturidade_reprodutiva
LN0519,2024,12,dezembro,2024-12-06,SWB,M,32.3,6,BB in Kelp,11.69,32.92,3.22,33.4,7.93,10.6,"S26°38'06.4"" E015°06'01.8""",6
LN0520,2024,12,dezembro,2024-12-06,SWB,M,49.9,6,BB in Kelp,11.69,32.92,3.22,33.4,7.93,10.6,"S26°38'06.4"" E015°06'01.8""",6
LN0521,2024,12,dezembro,2024-12-06,SWB,F,34.6,6,BB in Kelp,11.69,32.92,3.22,33.4,7.93,10.6,"S26°38'06.4"" E015°06'01.8""",6
LN0522,2024,12,dezembro,2024-12-06,SWB,F,43.0,6,BB in Kelp,11.69,32.92,3.22,33.4,7.93,10.6,"S26°38'06.4"" E015°06'01.8""",6
LN0523,2024,12,dezembro,2024-12-06,SWB,M,53.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0524,2024,12,dezembro,2024-12-06,SWB,F,45.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0525,2024,12,dezembro,2024-12-06,SWB,F,43.5,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0526,2024,12,dezembro,2024-12-06,SWB,F,48.2,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0527,2024,12,dezembro,2024-12-06,SWB,F,45.3,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0528,2024,12,dezembro,2024-12-06,SWB,F,51.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0529,2024,12,dezembro,2024-12-06,SWB,F,39.1,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0530,2024,12,dezembro,2024-12-06,SWB,M,52.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0531,2024,12,dezembro,2024-12-06,SWB,M,52.5,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0532,2024,12,dezembro,2024-12-06,SWB,M,44.6,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0533,2024,12,dezembro,2024-12-06,SWB,M,47.7,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0534,2024,12,dezembro,2024-12-06,SWB,F,46.3,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0535,2024,12,dezembro,2024-12-06,SWB,M,50.4,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0536,2024,12,dezembro,2024-12-06,SWB,F,49.2,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0537,2024,12,dezembro,2024-12-06,SWB,F,44.1,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0538,2024,12,dezembro,2024-12-06,SWB,M,45.7,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0539,2024,12,dezembro,2024-12-06,SWB,F,46.1,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0540,2024,12,dezembro,2024-12-06,SWB,F,47.5,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0541,2024,12,dezembro,2024-12-06,SWB,M,46.7,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0542,2024,12,dezembro,2024-12-06,SWB,F,51.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0543,2024,12,dezembro,2024-12-06,SWB,F,46.1,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0544,2024,12,dezembro,2024-12-06,SWB,M,45.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0545,2024,12,dezembro,2024-12-06,SWB,F,50.4,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0546,2024,12,dezembro,2024-12-06,SWB,M,45.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0547,2024,12,dezembro,2024-12-06,SWB,F,44.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0548,2024,12,dezembro,2024-12-06,SWB,F,34.7,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0549,2024,12,dezembro,2024-12-06,SWB,M,51.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0550,2024,12,dezembro,2024-12-06,SWB,F,40.7,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0551,2024,12,dezembro,2024-12-06,SWB,F,47.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0552,2024,12,dezembro,2024-12-06,SWB,F,48.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0553,2024,12,dezembro,2024-12-06,SWB,F,42.5,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0554,2024,12,dezembro,2024-12-06,SWB,F,48.4,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0555,2024,12,dezembro,2024-12-06,SWB,M,39.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0556,2024,12,dezembro,2024-12-06,SWB,M,39.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0557,2024,12,dezembro,2024-12-06,SWB,M,49.9,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0558,2024,12,dezembro,2024-12-06,SWB,F,50.5,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0559,2024,12,dezembro,2024-12-06,SWB,M,48.5,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0560,2024,12,dezembro,2024-12-06,SWB,F,46.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0561,2024,12,dezembro,2024-12-06,SWB,F,39.6,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0562,2024,12,dezembro,2024-12-06,SWB,F,48.1,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0563,2024,12,dezembro,2024-12-06,SWB,M,45.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0564,2024,12,dezembro,2024-12-06,SWB,M,47.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0565,2024,12,dezembro,2024-12-06,SWB,M,46.2,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0566,2024,12,dezembro,2024-12-06,SWB,M,52.9,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0567,2024,12,dezembro,2024-12-06,SWB,M,50.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0568,2024,12,dezembro,2024-12-06,SWB,M,44.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0569,2024,12,dezembro,2024-12-06,SWB,M,51.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0570,2024,12,dezembro,2024-12-06,SWB,M,39.5,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0571,2024,12,dezembro,2024-12-06,SWB,M,32.1,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0572,2024,12,dezembro,2024-12-06,SWB,M,38.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0573,2024,12,dezembro,2024-12-06,SWB,M,45.7,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0574,2024,12,dezembro,2024-12-06,SWB,M,47.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0575,2024,12,dezembro,2024-12-06,SWB,M,38.8,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0576,2024,12,dezembro,2024-12-06,SWB,M,45.8,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0577,2024,12,dezembro,2024-12-06,SWB,M,44.1,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0578,2024,12,dezembro,2024-12-06,SWB,M,44.8,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0579,2024,12,dezembro,2024-12-06,SWB,M,46.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0580,2024,12,dezembro,2024-12-06,SWB,F,48.6,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0581,2024,12,dezembro,2024-12-06,SWB,F,43.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0582,2024,12,dezembro,2024-12-06,SWB,F,49.3,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0583,2024,12,dezembro,2024-12-06,SWB,F,35.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0584,2024,12,dezembro,2024-12-06,SWB,F,35.4,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0585,2024,12,dezembro,2024-12-06,SWB,F,42.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0586,2024,12,dezembro,2024-12-06,SWB,F,42.7,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0587,2024,12,dezembro,2024-12-06,SWB,F,41.5,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0588,2024,12,dezembro,2024-12-06,SWB,F,37.5,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0589,2024,12,dezembro,2024-12-06,SWB,F,42.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0590,2024,12,dezembro,2024-12-06,SWB,F,41.5,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0591,2024,12,dezembro,2024-12-06,SWB,F,45.7,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0592,2024,12,dezembro,2024-12-06,SWB,F,35.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0593,2024,12,dezembro,2024-12-06,SWB,F,38.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0594,2024,12,dezembro,2024-12-06,SWB,F,47.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0595,2024,12,dezembro,2024-12-06,SWB,F,43.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0596,2024,12,dezembro,2024-12-06,SWB,F,40.4,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0597,2024,12,dezembro,2024-12-06,SWB,F,40.6,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0598,2024,12,dezembro,2024-12-06,SWB,F,51.7,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0599,2024,12,dezembro,2024-12-06,SWB,F,47.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0600,2024,12,dezembro,2024-12-06,SWB,F,42.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0601,2024,12,dezembro,2024-12-06,SWB,F,38.2,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0602,2024,12,dezembro,2024-12-06,SWB,F,32.9,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0603,2024,12,dezembro,2024-12-06,SWB,F,41.0,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0604,2024,12,dezembro,2024-12-06,SWB,F,46.3,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0605,2024,12,dezembro,2024-12-06,SWB,F,52.3,1,BB no Kelp,11.69,32.92,3.22,33.4,7.93,9.9,"S26°38'06.4"" E015°06'01.8""",1
LN0606,2025,1,janeiro,2025-01-29,DIAZ,M,93.0,1,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0607,2025,1,janeiro,2025-01-29,DIAZ,F,81.0,1,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0608,2025,1,janeiro,2025-01-29,DIAZ,F,81.0,1,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0609,2025,1,janeiro,2025-01-29,DIAZ,M,71.0,1,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0610,2025,1,janeiro,2025-01-29,DIAZ,M,59.0,1,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0611,2025,1,janeiro,2025-01-29,DIAZ,M,59.0,1,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0612,2025,1,janeiro,2025-01-29,DIAZ,F,58.0,4,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0613,2025,1,janeiro,2025-01-29,DIAZ,F,53.0,4,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0614,2025,1,janeiro,2025-01-29,DIAZ,M,53.0,4,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0615,2025,1,janeiro,2025-01-29,DIAZ,M,52.0,4,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0616,2025,1,janeiro,2025-01-29,DIAZ,M,51.0,4,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0617,2025,1,janeiro,2025-01-29,DIAZ,F,51.0,4,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0618,2025,1,janeiro,2025-01-29,DIAZ,F,51.0,4,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0619,2025,1,janeiro,2025-01-29,DIAZ,M,51.0,4,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0620,2025,1,janeiro,2025-01-29,DIAZ,F,50.0,4,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0621,2025,1,janeiro,2025-01-29,DIAZ,M,50.0,4,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0622,2025,1,janeiro,2025-01-29,DIAZ,M,50.0,2,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0623,2025,1,janeiro,2025-01-29,DIAZ,M,50.0,2,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0624,2025,1,janeiro,2025-01-29,DIAZ,M,50.0,2,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0625,2025,1,janeiro,2025-01-29,DIAZ,F,49.0,2,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0626,2025,1,janeiro,2025-01-29,DIAZ,F,49.0,2,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0627,2025,1,janeiro,2025-01-29,DIAZ,M,48.0,2,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0628,2025,1,janeiro,2025-01-29,DIAZ,F,48.0,2,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0629,2025,1,janeiro,2025-01-29,DIAZ,M,48.0,2,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0630,2025,1,janeiro,2025-01-29,DIAZ,M,48.0,2,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0631,2025,1,janeiro,2025-01-29,DIAZ,F,47.0,2,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0632,2025,1,janeiro,2025-01-29,DIAZ,M,47.0,2,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0633,2025,1,janeiro,2025-01-29,DIAZ,F,47.0,2,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0634,2025,1,janeiro,2025-01-29,DIAZ,M,45.0,2,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0635,2025,1,janeiro,2025-01-29,DIAZ,F,45.0,2,Rocky in kelp,14.24,35.58,3.55,42.9,8.12,,,
LN0636,2025,1,janeiro,2025-01-29,SWB,M,65.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0637,2025,1,janeiro,2025-01-29,SWB,F,64.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0638,2025,1,janeiro,2025-01-29,SWB,M,57.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0639,2025,1,janeiro,2025-01-29,SWB,M,55.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0640,2025,1,janeiro,2025-01-29,SWB,F,54.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0641,2025,1,janeiro,2025-01-29,SWB,M,53.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0642,2025,1,janeiro,2025-01-29,SWB,M,52.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0643,2025,1,janeiro,2025-01-29,SWB,F,52.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0644,2025,1,janeiro,2025-01-29,SWB,M,51.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0645,2025,1,janeiro,2025-01-29,SWB,F,50.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0646,2025,1,janeiro,2025-01-29,SWB,M,50.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0647,2025,1,janeiro,2025-01-29,SWB,M,50.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0648,2025,1,janeiro,2025-01-29,SWB,F,50.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0649,2025,1,janeiro,2025-01-29,SWB,M,50.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0650,2025,1,janeiro,2025-01-29,SWB,M,50.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0651,2025,1,janeiro,2025-01-29,SWB,M,50.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0652,2025,1,janeiro,2025-01-29,SWB,M,49.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0653,2025,1,janeiro,2025-01-29,SWB,M,49.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0654,2025,1,janeiro,2025-01-29,SWB,F,49.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0655,2025,1,janeiro,2025-01-29,SWB,F,48.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0656,2025,1,janeiro,2025-01-29,SWB,F,48.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0657,2025,1,janeiro,2025-01-29,SWB,M,47.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0658,2025,1,janeiro,2025-01-29,SWB,M,47.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0659,2025,1,janeiro,2025-01-29,SWB,M,47.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0660,2025,1,janeiro,2025-01-29,SWB,M,47.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0661,2025,1,janeiro,2025-01-29,SWB,F,47.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0662,2025,1,janeiro,2025-01-29,SWB,F,46.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0663,2025,1,janeiro,2025-01-29,SWB,F,46.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0664,2025,1,janeiro,2025-01-29,SWB,M,46.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0665,2025,1,janeiro,2025-01-29,SWB,M,46.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0666,2025,1,janeiro,2025-01-29,SWB,F,46.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0667,2025,1,janeiro,2025-01-29,SWB,F,46.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0668,2025,1,janeiro,2025-01-29,SWB,F,46.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0669,2025,1,janeiro,2025-01-29,SWB,M,45.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0670,2025,1,janeiro,2025-01-29,SWB,M,45.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0671,2025,1,janeiro,2025-01-29,SWB,F,45.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0672,2025,1,janeiro,2025-01-29,SWB,M,45.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0673,2025,1,janeiro,2025-01-29,SWB,M,45.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0674,2025,1,janeiro,2025-01-29,SWB,M,45.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0675,2025,1,janeiro,2025-01-29,SWB,F,45.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0676,2025,1,janeiro,2025-01-29,SWB,F,44.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0677,2025,1,janeiro,2025-01-29,SWB,F,44.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0678,2025,1,janeiro,2025-01-29,SWB,M,44.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0679,2025,1,janeiro,2025-01-29,SWB,M,44.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0680,2025,1,janeiro,2025-01-29,SWB,M,44.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0681,2025,1,janeiro,2025-01-29,SWB,F,44.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0682,2025,1,janeiro,2025-01-29,SWB,F,44.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0683,2025,1,janeiro,2025-01-29,SWB,F,44.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0684,2025,1,janeiro,2025-01-29,SWB,F,44.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0685,2025,1,janeiro,2025-01-29,SWB,F,44.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0686,2025,1,janeiro,2025-01-29,SWB,M,43.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0687,2025,1,janeiro,2025-01-29,SWB,F,43.0,3,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0688,2025,1,janeiro,2025-01-29,SWB,F,43.0,5,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0689,2025,1,janeiro,2025-01-29,SWB,F,43.0,5,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0690,2025,1,janeiro,2025-01-29,SWB,F,43.0,5,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0691,2025,1,janeiro,2025-01-29,SWB,M,42.0,5,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0692,2025,1,janeiro,2025-01-29,SWB,F,42.0,5,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0693,2025,1,janeiro,2025-01-29,SWB,M,42.0,5,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0694,2025,1,janeiro,2025-01-29,SWB,M,42.0,5,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0695,2025,1,janeiro,2025-01-29,SWB,M,42.0,5,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0696,2025,1,janeiro,2025-01-29,SWB,M,42.0,5,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
LN0697,2025,1,janeiro,2025-01-29,SWB,F,42.0,5,Sandy/BB,13.25,18.06,4.04,43.0,8.09,,,
